"Id_recorrido","duracion_recorrido","fecha_origen_recorrido","nombre_estacion_origen","long_estacion_origen","lat_estacion_origen","fecha_destino_recorrido","nombre_estacion_destino","long_estacion_destino","lat_estacion_destino","id_usuario","modelo_bicicleta","Género","fecha"
"13642772BAEcobici",1155,2022-02-24 16:34:53,"168 - Estados Unidos",-58.3812271,-34.6186217,2022-02-24 16:54:08,"152 - JULIETA LANTERI",-58.3596311,-34.6181645,"222727BAEcobici","FIT","OTHER",2022-02-24
"16708551BAEcobici",1783,2022-12-21 18:39:28,"330 - Parque Avellaneda",-58.478266,-34.6424248,2022-12-21 19:09:11,"330 - Parque Avellaneda",-58.478266,-34.6424248,"854020BAEcobici","FIT","MALE",2022-12-21
"13754866BAEcobici",1631,2022-03-08 17:38:47,"251 - Solar de la Abadía",-58.436752,-34.567633,2022-03-08 18:05:58,"161 - Humahuaca",-58.4196761,-34.6020779,"151324BAEcobici","ICONIC","MALE",2022-03-08
"13929830BAEcobici",875,2022-03-23 18:40:58,"240 - ECHEVERRIA",-58.459298,-34.565409,2022-03-23 18:55:33,"371 - Paseo de las Americas",-58.43522348866,-34.5530794109,"839366BAEcobici","FIT","MALE",2022-03-23
"14353791BAEcobici",322,2022-05-03 10:38:44,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,2022-05-03 10:44:06,"248 - Husares",-58.4429397,-34.552594,"747931BAEcobici","FIT","MALE",2022-05-03
"16093017BAEcobici",1360,2022-10-27 09:00:39,"301 - Arregui Y Terrada",-58.4848121161432,-34.6045973566929,2022-10-27 09:23:19,"279 - PLAZA MONTE CASTRO",-58.4985253,-34.6182924,"79700BAEcobici","FIT","FEMALE",2022-10-27
"15173938BAEcobici",370,2022-08-08 14:07:59,"079 - AZUCENA VILLAFLOR",-58.36393,-34.61189,2022-08-08 14:14:09,"061 - Ministerio de Economia",-58.370716,-34.608936,"20965BAEcobici","FIT","OTHER",2022-08-08
"16601124BAEcobici",573,2022-12-11 01:14:17,"261 - QUINTEROS LIDORO",-58.450897,-34.552571,2022-12-11 01:23:50,"249 - Balbín",-58.465586,-34.561486,"599372BAEcobici","ICONIC","FEMALE",2022-12-11
"15413624BAEcobici",547,2022-08-30 15:31:17,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,2022-08-30 15:40:24,"025 - Plaza Guemes",-58.4161178,-34.5894269,"763359BAEcobici","FIT","FEMALE",2022-08-30
"14450500BAEcobici",675,2022-05-11 17:07:18,"393 - Barrio 31",-58.3790962140903,-34.5822681155566,2022-05-11 17:18:33,"002 - Retiro I",-58.37470989,-34.59242413,"422775BAEcobici","FIT","OTHER",2022-05-11
"15752318BAEcobici",1696,2022-09-27 18:44:37,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,2022-09-27 19:12:53,"001 - FACULTAD DE DERECHO",-58.390602,-34.583749,"679550BAEcobici","ICONIC","OTHER",2022-09-27
"13955618BAEcobici",1332,2022-03-27 16:28:35,"005 - Plaza Italia",-58.4209542,-34.5805497,2022-03-27 16:50:47,"390 - De Los Ombues",-58.4281,-34.5602,"45480BAEcobici","FIT","MALE",2022-03-27
"15277472BAEcobici",379,2022-08-18 10:30:43,"288 - SECRETARÍA DE DEPORTES",-58.4565662,-34.5476039,2022-08-18 10:37:02,"344 - UNIVERSIDAD DI TELLA",-58.4469439,-34.5480059,"194334BAEcobici","FIT","MALE",2022-08-18
"15412954BAEcobici",385,2022-08-30 14:47:38,"065 - Julián Álvarez",-58.4157873,-34.5873124,2022-08-30 14:54:03,"113 - Guatemala",-58.424996,-34.585878,"786846BAEcobici","FIT","FEMALE",2022-08-30
"15091694BAEcobici",321,2022-07-29 23:06:37,"113 - Guatemala",-58.424996,-34.585878,2022-07-29 23:11:58,"014 - Pacifico",-58.426387,-34.577424,"538821BAEcobici","ICONIC","FEMALE",2022-07-29
"16237043BAEcobici",568,2022-11-08 07:57:48,"017 - Plaza Almagro",-58.4187306,-34.6064101,2022-11-08 08:07:16,"186 - MANZANA 66",-58.4064415,-34.6136356,"120190BAEcobici","ICONIC","MALE",2022-11-08
"15742423BAEcobici",932,2022-09-27 09:04:04,"012 - Plaza Vicente Lopez",-58.388807,-34.5927096,2022-09-27 09:19:36,"026 - JUANA MANSO I",-58.3638723,-34.600752,"63365BAEcobici","FIT","FEMALE",2022-09-27
"16625893BAEcobici",1684,2022-12-13 18:09:40,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,2022-12-13 18:37:44,"066 - Billinghurst",-58.4138713,-34.5945475,"932896BAEcobici","ICONIC","FEMALE",2022-12-13
"15080214BAEcobici",488,2022-07-28 19:37:56,"381 - Matienzo Y Arce",-58.43447,-34.568693,2022-07-28 19:46:04,"014 - Pacifico",-58.426387,-34.577424,"44890BAEcobici","ICONIC","MALE",2022-07-28
"16338739BAEcobici",592,2022-11-16 05:43:56,"147 - Constitución",-58.380707,-34.626851,2022-11-16 05:53:48,"016 - Legislatura",-58.3748,-34.609801,"672681BAEcobici","FIT","MALE",2022-11-16
"14459148BAEcobici",1183,2022-05-12 11:11:43,"091 - Pasco",-58.397602,-34.6174482,2022-05-12 11:31:26,"023 - Suipacha",-58.379836,-34.600139,"72384BAEcobici","ICONIC","OTHER",2022-05-12
"13379399BAEcobici",976,2022-01-30 00:38:33,"008 - Congreso",-58.3893364,-34.6094218,2022-01-30 00:54:49,"167 - Hipólito Yrigoyen",-58.427818,-34.614948,"340043BAEcobici","FIT","FEMALE",2022-01-30
"14914912BAEcobici",710,2022-07-07 16:12:51,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,2022-07-07 16:24:41,"124 - UGARTECHE",-58.411965,-34.580538,"701938BAEcobici","FIT","MALE",2022-07-07
"13274551BAEcobici",1879,2022-01-17 15:44:34,"132 - CORRIENTES",-58.372763,-34.6033685,2022-01-17 16:15:53,"331 - CALIFORNIA",-58.374336,-34.647121,"115383BAEcobici","FIT","FEMALE",2022-01-17
"14648928BAEcobici",1333,2022-06-03 18:06:26,"167 - Hipólito Yrigoyen",-58.427818,-34.614948,2022-06-03 18:28:39,"285 - ESPINOSA",-58.457317,-34.603936,"375237BAEcobici","ICONIC","OTHER",2022-06-03
"13846027BAEcobici",692,2022-03-16 13:28:46,"066 - Billinghurst",-58.4138713,-34.5945475,2022-03-16 13:40:18,"069 - Ecuador",-58.4046092,-34.5961006,"664765BAEcobici","FIT","FEMALE",2022-03-16
"14827748BAEcobici",833,2022-06-27 15:52:04,"289 - MONTAÑESES",-58.454181,-34.551304,2022-06-27 16:05:57,"289 - MONTAÑESES",-58.454181,-34.551304,"865176BAEcobici","FIT","FEMALE",2022-06-27
"14371357BAEcobici",1312,2022-05-04 17:15:45,"002 - Retiro I",-58.37470989,-34.59242413,2022-05-04 17:37:37,"069 - Ecuador",-58.4046092,-34.5961006,"397466BAEcobici","ICONIC","OTHER",2022-05-04
"16448649BAEcobici",1127,2022-11-25 17:00:21,"060 - 25 De Mayo",-58.371079,-34.6016509,2022-11-25 17:19:08,"022 - Arenales",-58.3825498,-34.5938629,"927067BAEcobici","ICONIC","OTHER",2022-11-25
"16265960BAEcobici",509,2022-11-09 20:15:19,"344 - UNIVERSIDAD DI TELLA",-58.4469439,-34.5480059,2022-11-09 20:23:48,"289 - MONTAÑESES",-58.454181,-34.551304,"808753BAEcobici","ICONIC","MALE",2022-11-09
"14437428BAEcobici",1187,2022-05-10 17:25:30,"128 - PARQUE DEL BAJO",-58.36882117,-34.60515159,2022-05-10 17:45:17,"183 - VIRREY CEVALLOS",-58.3899728,-34.6156994,"393674BAEcobici","ICONIC","OTHER",2022-05-10
"15130308BAEcobici",1801,2022-08-03 13:19:38,"395 - Agronomia II",-58.4848,-34.5893,2022-08-03 13:49:39,"354 - José Martí",-58.463114,-34.6439,"492118BAEcobici","FIT","FEMALE",2022-08-03
"16691614BAEcobici",848,2022-12-19 21:09:21,"124 - UGARTECHE",-58.411965,-34.580538,2022-12-19 21:23:29,"069 - Ecuador",-58.4046092,-34.5961006,"906028BAEcobici","FIT","MALE",2022-12-19
"14526583BAEcobici",404,2022-05-20 06:25:08,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,2022-05-20 06:31:52,"177 -PLANETARIO",-58.412121,-34.568165,"796765BAEcobici","FIT","MALE",2022-05-20
"13306339BAEcobici",325,2022-01-21 08:37:24,"131- HOSPITAL DE CLÍNICAS",-58.3990158,-34.5984043,2022-01-21 08:42:49,"166 - Cementerio de Recoleta",-58.3941479428656,-34.5883466632398,"738271BAEcobici","FIT","MALE",2022-01-21
"13258822BAEcobici",2489,2022-01-14 11:45:11,"340 - PLAZA NUEVA POMPEYA",-58.415771,-34.6518464,2022-01-14 12:26:40,"169 - FACULTAD DE PSICOLOGIA",-58.411856,-34.6123459,"826512BAEcobici","ICONIC","FEMALE",2022-01-14
"15121771BAEcobici",757,2022-08-02 17:39:47,"130 - RETIRO II",-58.37436403,-34.5917376,2022-08-02 17:52:24,"111 - MACACHA GUEMES",-58.3646858,-34.6054877,"59703BAEcobici","ICONIC","FEMALE",2022-08-02
"14632099BAEcobici",323,2022-06-02 08:27:15,"107 - HOSPITAL GARRAHAN",-58.395844,-34.63037718,2022-06-02 08:32:38,"138 - Hospital Britanico",-58.3876724,-34.6353595,"185410BAEcobici","ICONIC","MALE",2022-06-02
"15483325BAEcobici",3432,2022-09-05 21:37:39,"005 - Plaza Italia",-58.4209542,-34.5805497,2022-09-05 22:34:51,"223 - GAINZA",-58.446751,-34.616758,"724129BAEcobici","FIT","MALE",2022-09-05
"15366392BAEcobici",1922,2022-08-25 20:37:26,"200 - AUSTRIA Y FRENCH",-58.4053617,-34.5890696,2022-08-25 21:09:28,"205 - SAN MARTIN",-58.453475,-34.605567,"98087BAEcobici","FIT","MALE",2022-08-25
"16445378BAEcobici",1085,2022-11-25 13:11:59,"174 - MINISTERIO DE EDUCACION",-58.391768,-34.597225,2022-11-25 13:30:04,"244 - UADE",-58.381627,-34.617247,"68488BAEcobici","ICONIC","MALE",2022-11-25
"15566717BAEcobici",1384,2022-09-12 23:02:46,"117 - HUMBERTO 1°",-58.3741759,-34.6201008,2022-09-12 23:25:50,"184 - Pedro Echague",-58.3913419,-34.6306129,"600846BAEcobici","FIT","MALE",2022-09-12
"15045826BAEcobici",2448,2022-07-23 18:34:20,"253 - Plaza Colegiales",-58.44349,-34.57653,2022-07-23 19:15:08,"015 - AMENABAR",-58.4475236,-34.572056,"874894BAEcobici","ICONIC","FEMALE",2022-07-23
"16604305BAEcobici",1908,2022-12-11 19:24:54,"104 - Federico Lacroze",-58.455212,-34.587617,2022-12-11 19:56:42,"121 - YATAY",-58.4285093,-34.6011732,"787278BAEcobici","FIT","FEMALE",2022-12-11
"13949187BAEcobici",1657,2022-03-26 15:01:20,"044 - Ecoparque",-58.4138829,-34.5755148,2022-03-26 15:28:57,"189 - POSADAS",-58.3852113,-34.5886889,"842755BAEcobici","FIT","OTHER",2022-03-26
"16770229BAEcobici",1575,2022-12-28 16:57:54,"057 - BELGRANO",-58.37125,-34.6126898,2022-12-28 17:24:09,"147 - Constitución",-58.380707,-34.626851,"4862BAEcobici","FIT","FEMALE",2022-12-28
"16600488BAEcobici",529,2022-12-10 22:06:48,"065 - Julián Álvarez",-58.4157873,-34.5873124,2022-12-10 22:15:37,"070 - ARAOZ",-58.4260597,-34.5926862,"840962BAEcobici","FIT","FEMALE",2022-12-10
"14002278BAEcobici",1493,2022-03-30 21:41:56,"278 - Donato Alvarez",-58.465568,-34.602028,2022-03-30 22:06:49,"272 - Plaza Bruno Giordano",-58.440584,-34.616151,"577421BAEcobici","ICONIC","OTHER",2022-03-30
"14654270BAEcobici",2716,2022-06-04 16:20:12,"207 - PLAZA ARENALES",-58.5111458,-34.5997308,2022-06-04 17:05:28,"207 - PLAZA ARENALES",-58.5111458,-34.5997308,"864582BAEcobici","FIT","FEMALE",2022-06-04
"14980678BAEcobici",1023,2022-07-15 12:37:16,"221 - CULPINA",-58.466143,-34.631705,2022-07-15 12:54:19,"279 - PLAZA MONTE CASTRO",-58.4985253,-34.6182924,"866183BAEcobici","FIT","MALE",2022-07-15
"13460183BAEcobici",1719,2022-02-07 18:18:41,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,2022-02-07 18:47:20,"193 - ARENALES Y AGUERO",-58.4061652,-34.5908626,"527336BAEcobici","FIT","OTHER",2022-02-07
"14766420BAEcobici",3501,2022-06-17 18:12:08,"172 - BRASIL",-58.371082,-34.625426,2022-06-17 19:10:29,"002 - Retiro I",-58.37470989,-34.59242413,"545720BAEcobici","FIT","MALE",2022-06-17
"16377670BAEcobici",517,2022-11-18 18:31:39,"103 - MALBA",-58.403214,-34.57716,2022-11-18 18:40:16,"001 - FACULTAD DE DERECHO",-58.390602,-34.583749,"772609BAEcobici","ICONIC","MALE",2022-11-18
"16113514BAEcobici",2024,2022-10-28 15:49:35,"125 - F.J.Santamaria de Oro",-58.428016,-34.583323,2022-10-28 16:23:19,"017 - Plaza Almagro",-58.4187306,-34.6064101,"300802BAEcobici","FIT","MALE",2022-10-28
"15415402BAEcobici",1151,2022-08-30 17:07:55,"285 - ESPINOSA",-58.457317,-34.603936,2022-08-30 17:27:06,"013 - ONCE",-58.406,-34.61009,"80497BAEcobici","ICONIC","FEMALE",2022-08-30
"16157369BAEcobici",450,2022-11-01 22:24:34,"027 - Montevideo",-58.3900887,-34.599068,2022-11-01 22:32:04,"008 - Congreso",-58.3893364,-34.6094218,"765551BAEcobici","FIT","FEMALE",2022-11-01
"15424912BAEcobici",1308,2022-08-31 11:24:22,"256 - PLAZA NORUEGA",-58.459289,-34.562277,2022-08-31 11:46:10,"125 - F.J.Santamaria de Oro",-58.428016,-34.583323,"875152BAEcobici","FIT","MALE",2022-08-31
"15377646BAEcobici",379,2022-08-26 17:08:39,"215 - HOSPITAL ALVAREZ",-58.468287,-34.623123,2022-08-26 17:14:58,"270 - PLAZA DEL ANGEL GRIS",-58.457555,-34.622003,"740512BAEcobici","ICONIC","FEMALE",2022-08-26
"15021740BAEcobici",1399,2022-07-20 21:06:25,"310 - FREIRE II",-58.4527561,-34.5751286,2022-07-20 21:29:44,"070 - ARAOZ",-58.4260597,-34.5926862,"165656BAEcobici","ICONIC","MALE",2022-07-20
"15066923BAEcobici",1228,2022-07-27 10:34:24,"022 - Arenales",-58.3825498,-34.5938629,2022-07-27 10:54:52,"117 - HUMBERTO 1°",-58.3741759,-34.6201008,"773584BAEcobici","FIT","MALE",2022-07-27
"14841670BAEcobici",665,2022-06-28 22:06:08,"056 - Plaza Palermo Viejo",-58.425999,-34.588567,2022-06-28 22:17:13,"094 - GÚZMAN",-58.449652,-34.591511,"171099BAEcobici","FIT","MALE",2022-06-28
"15202361BAEcobici",1494,2022-08-10 18:47:46,"044 - Ecoparque",-58.4138829,-34.5755148,2022-08-10 19:12:40,"044 - Ecoparque",-58.4138829,-34.5755148,"839239BAEcobici","ICONIC","FEMALE",2022-08-10
"14772017BAEcobici",935,2022-06-19 11:15:30,"014 - Pacifico",-58.426387,-34.577424,2022-06-19 11:31:05,"101 - Fitz Roy",-58.4424397,-34.5891857,"380094BAEcobici","FIT","MALE",2022-06-19
"15200411BAEcobici",537,2022-08-10 17:05:40,"304 - Navarro",-58.491797,-34.592244,2022-08-10 17:14:37,"192 - HOSPITAL SIRIO",-58.5071166,-34.5904625,"383315BAEcobici","FIT","FEMALE",2022-08-10
"14887137BAEcobici",2802,2022-07-04 17:45:06,"037- Claudia Pía Braudracco",-58.3779002,-34.6081643,2022-07-04 18:31:48,"005 - Plaza Italia",-58.4209542,-34.5805497,"766817BAEcobici","FIT","FEMALE",2022-07-04
"14170254BAEcobici",1060,2022-04-14 13:27:27,"316 - Buenos Aires",-58.39666367,-34.645523264,2022-04-14 13:45:07,"107 - HOSPITAL GARRAHAN",-58.395844,-34.63037718,"51564BAEcobici","ICONIC","MALE",2022-04-14
"15090680BAEcobici",1457,2022-07-29 20:05:36,"104 - Federico Lacroze",-58.455212,-34.587617,2022-07-29 20:29:53,"281 - Villa Urquiza",-58.48692409,-34.573734,"873350BAEcobici","FIT","MALE",2022-07-29
"16504533BAEcobici",2010,2022-11-30 18:59:53,"137 - AZOPARDO Y CHILE",-58.3674923,-34.6155977,2022-11-30 19:33:23,"096 - Carlos Gardel",-58.4116586,-34.6027814,"883992BAEcobici","ICONIC","MALE",2022-11-30
"14280538BAEcobici",544,2022-04-26 08:41:20,"348 - Villa del Parque",-58.494123,-34.600874,2022-04-26 08:50:24,"378 - AGRONOMIA",-58.482079,-34.59807,"850011BAEcobici","ICONIC","MALE",2022-04-26
"13937732BAEcobici",1444,2022-03-25 07:29:43,"259 - PLAZA CASTELLI",-58.4645037,-34.5678255,2022-03-25 07:53:47,"259 - PLAZA CASTELLI",-58.4645037,-34.5678255,"246635BAEcobici","FIT","OTHER",2022-03-25
"15596799BAEcobici",662,2022-09-14 19:45:18,"190 - JUNCAL",-58.4111136,-34.5850763,2022-09-14 19:56:20,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,"888057BAEcobici","ICONIC","FEMALE",2022-09-14
"13854261BAEcobici",1777,2022-03-16 21:36:28,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,2022-03-16 22:06:05,"104 - Federico Lacroze",-58.455212,-34.587617,"9213BAEcobici","ICONIC","MALE",2022-03-16
"14117037BAEcobici",1423,2022-04-09 14:10:50,"188 - Aranguren",-58.43276297,-34.61036075,2022-04-09 14:34:33,"071 - CERRITO",-58.3833559,-34.6026673,"705398BAEcobici","ICONIC","MALE",2022-04-09
"14804004BAEcobici",1544,2022-06-23 17:08:01,"192 - HOSPITAL SIRIO",-58.5071166,-34.5904625,2022-06-23 17:33:45,"262 - Holmberg",-58.479847,-34.5658514,"254494BAEcobici","ICONIC","FEMALE",2022-06-23
"15548022BAEcobici",1461,2022-09-11 11:53:06,"071 - CERRITO",-58.3833559,-34.6026673,2022-09-11 12:17:27,"117 - HUMBERTO 1°",-58.3741759,-34.6201008,"890258BAEcobici","FIT","FEMALE",2022-09-11
"14393928BAEcobici",1595,2022-05-06 12:20:09,"008 - Congreso",-58.3893364,-34.6094218,2022-05-06 12:46:44,"082 - HOSPITAL ITALIANO",-58.4263947,-34.6078917,"776874BAEcobici","FIT","MALE",2022-05-06
"15167544BAEcobici",965,2022-08-07 16:32:54,"094 - GÚZMAN",-58.449652,-34.591511,2022-08-07 16:48:59,"278 - Donato Alvarez",-58.465568,-34.602028,"877030BAEcobici","FIT","MALE",2022-08-07
"15942654BAEcobici",1645,2022-10-14 09:03:29,"079 - AZUCENA VILLAFLOR",-58.36393,-34.61189,2022-10-14 09:30:54,"162 - LARREA Y BARTOLOMÉ MITRE",-58.401924,-34.608985,"732301BAEcobici","FIT","FEMALE",2022-10-14
"15257184BAEcobici",304,2022-08-16 16:34:48,"051 - TUCUMAN",-58.3821261,-34.6014776,2022-08-16 16:39:52,"135 - MARCELO T. DE ALVEAR",-58.377535,-34.595125,"831187BAEcobici","ICONIC","MALE",2022-08-16
"16114610BAEcobici",2116,2022-10-28 16:57:20,"159 - Fitz Roy & Gorriti",-58.437339,-34.58495,2022-10-28 17:32:36,"098 - BENITO JUAREZ",-58.5051769,-34.6189273,"914011BAEcobici","ICONIC","MALE",2022-10-28
"13401968BAEcobici",1880,2022-02-01 15:14:51,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,2022-02-01 15:46:11,"183 - VIRREY CEVALLOS",-58.3899728,-34.6156994,"276211BAEcobici","ICONIC","OTHER",2022-02-01
"15029621BAEcobici",1029,2022-07-21 17:24:46,"079 - AZUCENA VILLAFLOR",-58.36393,-34.61189,2022-07-21 17:41:55,"002 - Retiro I",-58.37470989,-34.59242413,"872490BAEcobici","FIT","MALE",2022-07-21
"15984109BAEcobici",1045,2022-10-18 16:53:32,"229 - RIGLOS",-58.435056,-34.631018,2022-10-18 17:10:57,"199 - ESTADOS UNIDOS Y BOEDO",-58.4160137,-34.6222601,"300877BAEcobici","FIT","FEMALE",2022-10-18
"14408267BAEcobici",670,2022-05-07 23:17:15,"221 - CULPINA",-58.466143,-34.631705,2022-05-07 23:28:25,"287 - Belaustegui",-58.4772094734465,-34.6162121414803,"711413BAEcobici","FIT","FEMALE",2022-05-07
"16560408BAEcobici",1861,2022-12-06 06:54:41,"014 - Pacifico",-58.426387,-34.577424,2022-12-06 07:25:42,"002 - Retiro I",-58.37470989,-34.59242413,"309668BAEcobici","FIT","MALE",2022-12-06
"13183761BAEcobici",498,2022-01-05 17:18:33,"142 - Armenia y Gorriti",-58.428974,-34.590541,2022-01-05 17:26:51,"125 - F.J.Santamaria de Oro",-58.428016,-34.583323,"402672BAEcobici","FIT","FEMALE",2022-01-05
"13426767BAEcobici",959,2022-02-03 18:42:48,"190 - JUNCAL",-58.4111136,-34.5850763,2022-02-03 18:58:47,"174 - MINISTERIO DE EDUCACION",-58.391768,-34.597225,"787699BAEcobici","FIT","MALE",2022-02-03
"13838262BAEcobici",1917,2022-03-15 21:15:57,"172 - BRASIL",-58.371082,-34.625426,2022-03-15 21:47:54,"172 - BRASIL",-58.371082,-34.625426,"711840BAEcobici","ICONIC","OTHER",2022-03-15
"15059464BAEcobici",443,2022-07-26 14:55:05,"106 - MOSCONI Y CONSTITUYENTES",-58.49363,-34.58088,2022-07-26 15:02:28,"280 - JURAMENTO",-58.4840556,-34.578933,"796572BAEcobici","FIT","FEMALE",2022-07-26
"13701469BAEcobici",1843,2022-03-03 14:16:42,"178 - José Marmol",-58.424853,-34.6234,2022-03-03 14:47:25,"178 - José Marmol",-58.424853,-34.6234,"836799BAEcobici","ICONIC","FEMALE",2022-03-03
"15133439BAEcobici",956,2022-08-03 17:17:31,"261 - QUINTEROS LIDORO",-58.450897,-34.552571,2022-08-03 17:33:27,"256 - PLAZA NORUEGA",-58.459289,-34.562277,"855165BAEcobici","FIT","MALE",2022-08-03
"14103796BAEcobici",2284,2022-04-08 11:32:40,"194 - PERÓN Y ACUÑA DE FIGUEROA",-58.4224635,-34.6060758,2022-04-08 12:10:44,"194 - PERÓN Y ACUÑA DE FIGUEROA",-58.4224635,-34.6060758,"689354BAEcobici","FIT","MALE",2022-04-08
"15253916BAEcobici",582,2022-08-16 12:33:43,"340 - PLAZA NUEVA POMPEYA",-58.415771,-34.6518464,2022-08-16 12:43:25,"341 - COMUNA 4",-58.424773,-34.6499971,"875135BAEcobici","ICONIC","MALE",2022-08-16
"15996453BAEcobici",1493,2022-10-19 14:27:05,"242 - Plazoleta Rafael del Riego",-58.446381,-34.567483,2022-10-19 14:51:58,"066 - Billinghurst",-58.4138713,-34.5945475,"2091BAEcobici","ICONIC","OTHER",2022-10-19
"15507940BAEcobici",1127,2022-09-07 14:32:25,"311 - SEC. DE INNOVACION Y TRANSFORMACIÓN",-58.3950539,-34.6350046,2022-09-07 14:51:12,"179 - CASA SAN",-58.3642885,-34.6384786,"166702BAEcobici","FIT","MALE",2022-09-07
"15884671BAEcobici",3296,2022-10-09 12:37:56,"114 - DELLA PAOLERA",-58.3722554,-34.5949745,2022-10-09 13:32:52,"003 - ADUANA",-58.3682604,-34.611032,"903993BAEcobici","FIT","OTHER",2022-10-09
"13582061BAEcobici",420,2022-02-18 16:27:14,"361 - Plaza Don Segundo Sombra",-58.4505,-34.64196,2022-02-18 16:34:14,"219 - Parque Chacabuco II",-58.444041,-34.636275,"161464BAEcobici","FIT","FEMALE",2022-02-18
"13255951BAEcobici",1209,2022-01-14 01:04:23,"068 - MINISTERIO DE DESARROLLO HUMANO",-58.4956397,-34.6701713,2022-01-14 01:24:32,"052 - PLAZA JUAN S. SALABERRY",-58.5131664,-34.5831596,"824489BAEcobici","FIT","MALE",2022-01-14
"16785919BAEcobici",1032,2022-12-29 23:23:29,"206 - Galicia",-58.47098,-34.615945,2022-12-29 23:40:41,"206 - Galicia",-58.47098,-34.615945,"412435BAEcobici","FIT","FEMALE",2022-12-29
"15983567BAEcobici",1288,2022-10-18 16:25:21,"191 - Rivadavia y 9 de Julio",-58.3808358,-34.6079305,2022-10-18 16:46:49,"030 - Peña",-58.3973698,-34.5908211,"57644BAEcobici","FIT","FEMALE",2022-10-18
"16350193BAEcobici",1319,2022-11-16 21:08:22,"216 - EMILIO LAMARCA",-58.4933583,-34.6134032,2022-11-16 21:30:21,"207 - PLAZA ARENALES",-58.5111458,-34.5997308,"692353BAEcobici","ICONIC","FEMALE",2022-11-16
"16296893BAEcobici",2189,2022-11-11 19:42:48,"125 - F.J.Santamaria de Oro",-58.428016,-34.583323,2022-11-11 20:19:17,"114 - DELLA PAOLERA",-58.3722554,-34.5949745,"845688BAEcobici","ICONIC","FEMALE",2022-11-11
"16758265BAEcobici",543,2022-12-27 16:34:43,"038 - Plaza Libertad",-58.3828403,-34.5970497,2022-12-27 16:43:46,"037- Claudia Pía Braudracco",-58.3779002,-34.6081643,"25307BAEcobici","FIT","OTHER",2022-12-27
"13593305BAEcobici",826,2022-02-20 02:48:54,"149 - LIMA",-58.3813642,-34.6153266,2022-02-20 03:02:40,"037- Claudia Pía Braudracco",-58.3779002,-34.6081643,"726580BAEcobici","FIT","MALE",2022-02-20
"15464971BAEcobici",591,2022-09-04 13:00:16,"142 - ARMENIA",-58.428899,-34.5906475,2022-09-04 13:10:07,"066 - Billinghurst",-58.4138713,-34.5945475,"807253BAEcobici","FIT","OTHER",2022-09-04
"16756320BAEcobici",766,2022-12-27 13:41:42,"172 - BRASIL",-58.371082,-34.625426,2022-12-27 13:54:28,"147 - Constitución",-58.380707,-34.626851,"885905BAEcobici","FIT","OTHER",2022-12-27
"16260841BAEcobici",1315,2022-11-09 16:10:39,"327 - PLAZA RICCHERI",-58.51914,-34.61072,2022-11-09 16:32:34,"207 - PLAZA ARENALES",-58.5111458,-34.5997308,"921377BAEcobici","FIT","FEMALE",2022-11-09
"15031474BAEcobici",1628,2022-07-21 19:42:48,"029 - Parque Centenario",-58.4335573,-34.6079414,2022-07-21 20:09:56,"103 - MALBA",-58.403214,-34.57716,"819084BAEcobici","FIT","FEMALE",2022-07-21
"15430430BAEcobici",327,2022-08-31 17:19:08,"101 - Fitz Roy",-58.4424397,-34.5891857,2022-08-31 17:24:35,"100 - Plaza Gurruchaga",-58.435187,-34.593141,"143256BAEcobici","ICONIC","MALE",2022-08-31
"16351467BAEcobici",1351,2022-11-16 23:29:32,"240 - ECHEVERRIA",-58.459298,-34.565409,2022-11-16 23:52:03,"234 - AVENIDA TRIUNVIRATO",-58.4952184,-34.5657087,"774964BAEcobici","FIT","MALE",2022-11-16
"13640927BAEcobici",394,2022-02-24 13:23:22,"186 - MANZANA 66",-58.4064415,-34.6136356,2022-02-24 13:29:56,"075 - Plaza Primero de Mayo",-58.3989871,-34.6122976,"158355BAEcobici","ICONIC","FEMALE",2022-02-24
"16602137BAEcobici",1436,2022-12-11 09:20:39,"281 - Villa Urquiza",-58.48692409,-34.573734,2022-12-11 09:44:35,"227 -Club Ciudad de Buenos Aires",-58.459499,-34.544503,"355210BAEcobici","ICONIC","FEMALE",2022-12-11
"15967210BAEcobici",708,2022-10-17 13:39:08,"093 - CARLOS CALVO",-58.3944635,-34.620798,2022-10-17 13:50:56,"076 - Ayacucho",-58.3950548,-34.6074084,"468841BAEcobici","FIT","MALE",2022-10-17
"15367177BAEcobici",1353,2022-08-25 21:50:52,"360 - Plaza Ramon Falcon",-58.4825327,-34.6352784,2022-08-25 22:13:25,"397 - PARQUE SANTOJANNI",-58.5136448,-34.648402,"786910BAEcobici","ICONIC","MALE",2022-08-25
"16439320BAEcobici",315,2022-11-25 00:06:14,"335 - General Urquiza",-58.411278,-34.572165,2022-11-25 00:11:29,"177 -PLANETARIO",-58.412121,-34.568165,"753610BAEcobici","ICONIC","MALE",2022-11-25
